n,n,edit_count,edit_rate,abstention_count,abstention_rate,over-edit_count,over-edit_rate,false abstention_count,false abstention_rate,unknown_count,unknown_rate
160,160,120,0.75,16,0.1,24,0.15,0,0.0,0,0.0
